timestamp,PREŠERNOV TRG-PETKOVŠKOVO NABREŽJE,POGAČARJEV TRG-TRŽNICA,KONGRESNI TRG-ŠUBIČEVA ULICA,CANKARJEVA UL.-NAMA,BREG,GRUDNOVO NABREŽJE-KARLOVŠKA C.,MIKLOŠIČEV PARK,BAVARSKI DVOR,TRG OF-KOLODVORSKA UL.,MASARYKOVA DDC,VILHARJEVA CESTA,PARK NAVJE-ŽELEZNA CESTA,TRG MDB,PARKIRIŠČE NUK 2-FF,AMBROŽEV TRG,GH ŠENTPETER-NJEGOŠEVA C.,ILIRSKA ULICA,TRŽAŠKA C.-ILIRIJA,TIVOLI,STARA CERKEV,KINO ŠIŠKA,ŠPICA,BARJANSKA C.-CENTER STAREJŠIH TRNOVO,ZALOŠKA C.-GRABLOVIČEVA C.,TRŽNICA MOSTE,ROŽNA DOLINA-ŠKRABČEVA UL.,DUNAJSKA C.-PS PETROL,PLEČNIKOV STADION,DUNAJSKA C.-PS MERCATOR,LIDL - VOJKOVA CESTA,ŠPORTNI CENTER STOŽICE,KOPRSKA ULICA,MERCATOR CENTER ŠIŠKA,CITYPARK,BTC CITY/DVORANA A,BTC CITY ATLANTIS,TRNOVO,P+R BARJE,P + R DOLGI MOST,BONIFACIJA,ANTONOV TRG,BRATOVŠEVA PLOŠČAD,BS4-STOŽICE,SAVSKO NASELJE 2-LINHARTOVA CESTA,SAVSKO NASELJE 1-ŠMARTINSKA CESTA,SITULA,ŠTEPANJSKO NASELJE 1-JAKČEVA ULICA,HOFER-KAJUHOVA,BRODARJEV TRG,PREGLOV TRG,LIDL-LITIJSKA CESTA,ŽIVALSKI VRT,CESTA NA ROŽNIK,ŠMARTINSKI PARK,POLJANSKA-POTOČNIKOVA,SREDNJA FRIZERSKA ŠOLA,POVŠETOVA-GRABLOVIČEVA,TRŽNICA KOSEZE,LIDL BEŽIGRAD,MERCATOR MARKET - CELOVŠKA C. 163,RAKOVNIK,ALEJA - CELOVŠKA CESTA,IKEA,KOPALIŠČE KOLEZIJA,VIŠKO POLJE,KOSEŠKI BAJER,DRAVLJE,ČRNUČE,STUDENEC,POLJE,ZALOG,LIDL - RUDNIK,PRUŠNIKOVA,POVŠETOVA - KAJUHOVA,SOSESKA NOVO BRDO,TEHNOLOŠKI PARK,VOJKOVA - GASILSKA BRIGADA,GERBIČEVA - ŠPORTNI PARK SVOBODA,DOLENJSKA C. - STRELIŠČE,ROŠKA - STRELIŠKA,LEK - VEROVŠKOVA,VOKA - SLOVENČEVA,SUPERNOVA LJUBLJANA - RUDNIK
2022-08-21 11:07:00,4,4,2,17,20,0,1,5,16,1,0,14,0,3,1,2,0,8,15,6,4,1,13,11,7,3,0,8,7,11,25,6,13,6,14,5,13,2,6,5,15,2,19,4,18,1,18,5,15,11,19,1,10,7,14,7,9,9,0,16,20,14,4,12,12,3,9,9,15,10,15,0,9,18,12,7,4,9,7,5,18,5,1
2022-08-21 12:07:00,4,2,2,25,20,0,1,5,16,1,0,14,0,3,1,2,0,8,15,5,4,1,13,11,7,3,0,8,7,11,25,6,13,6,15,5,6,2,14,5,15,2,19,4,18,1,18,5,17,11,18,1,10,0,14,6,9,10,0,16,20,14,4,3,6,3,5,9,8,10,15,0,9,9,12,6,4,9,3,4,18,5,1
2022-08-24 15:09:00,20,16,20,20,18,2,0,18,11,5,1,14,10,14,0,0,1,8,15,11,8,5,4,11,4,3,0,8,7,11,25,7,0,16,18,9,6,2,10,2,4,5,19,1,18,1,8,11,10,14,14,8,10,1,14,6,9,5,2,16,12,14,4,12,2,12,5,13,9,9,13,1,12,3,12,6,1,6,8,1,18,0,5
2022-08-24 16:09:00,11,16,17,18,18,2,0,10,11,18,1,14,10,14,0,0,1,8,15,11,8,5,6,11,4,3,0,8,7,11,25,7,0,16,20,9,6,2,10,2,4,5,19,3,18,2,8,11,5,14,14,8,10,1,14,6,9,5,2,16,4,14,4,12,2,12,5,13,10,9,12,1,12,3,12,6,1,16,8,1,18,0,3
2022-08-29 03:05:00,0,0,0,12,20,7,0,0,17,0,0,12,0,3,14,2,0,8,15,7,7,14,14,3,18,5,4,10,17,4,12,3,22,19,2,16,14,2,8,5,9,7,19,13,10,4,19,12,9,19,5,7,7,8,5,3,17,4,12,11,11,1,15,10,18,3,2,14,11,16,9,5,12,16,12,8,6,6,8,20,18,3,11
2022-08-29 04:01:00,0,0,0,12,20,7,0,0,17,0,0,12,0,3,14,2,0,8,15,7,7,15,14,3,19,5,4,10,15,4,12,3,2,19,2,16,14,2,8,12,9,7,3,13,10,4,19,12,9,18,5,7,7,0,10,3,17,4,12,11,14,1,15,10,18,3,2,14,11,16,9,5,12,16,12,8,10,6,8,20,18,3,11
2022-08-31 06:37:00,1,0,0,12,20,0,0,0,17,0,6,12,0,3,0,6,0,8,15,0,19,15,14,3,11,4,2,10,6,11,25,0,13,3,20,0,14,2,8,7,9,2,19,12,18,2,18,11,10,18,18,0,7,0,6,6,9,11,5,12,20,13,16,3,9,12,2,14,11,13,11,0,12,20,12,6,12,6,8,2,18,7,2
2022-08-31 07:34:00,0,0,0,12,20,0,0,0,17,0,6,12,0,3,1,2,0,8,15,0,19,10,12,7,11,4,6,10,6,11,25,0,13,3,7,0,14,2,8,6,9,2,19,5,18,9,18,11,10,19,18,0,10,0,14,6,9,11,2,12,20,14,16,3,9,12,2,15,12,9,13,0,12,20,12,6,12,6,8,5,18,7,2
2022-09-03 15:48:00,18,4,14,18,20,4,10,1,16,1,1,14,0,3,0,4,1,8,15,5,8,1,0,11,14,3,5,8,7,1,25,4,13,19,16,20,6,2,14,5,5,2,19,2,18,7,8,10,15,10,14,0,10,0,14,3,11,1,7,16,13,14,12,3,13,3,2,11,10,9,15,15,9,10,12,9,5,9,10,2,18,4,3
2022-09-03 16:42:00,18,2,7,18,20,4,10,1,16,1,1,14,0,3,0,4,1,8,15,2,8,1,0,11,14,3,11,8,7,2,25,4,13,19,19,20,6,2,14,5,5,2,19,0,18,7,8,10,15,10,14,0,10,0,14,3,11,1,7,16,12,14,12,3,13,3,2,5,10,9,15,15,9,9,12,9,2,9,10,2,18,4,3
2022-09-05 18:34:00,1,0,1,12,20,1,0,0,17,0,4,14,0,0,0,0,1,8,18,2,8,5,7,11,4,2,0,0,2,5,12,4,13,9,15,9,6,2,9,2,9,2,19,10,18,5,8,11,8,13,14,1,10,0,14,1,11,10,0,16,4,14,12,3,2,3,5,5,10,10,8,7,12,4,16,6,6,9,8,3,18,4,1
2022-09-05 19:35:00,2,0,1,12,20,1,0,0,17,1,4,14,0,0,0,0,1,8,18,2,8,5,7,11,3,2,0,8,2,5,12,4,13,9,15,9,6,2,9,2,9,2,19,10,18,5,8,11,2,8,14,1,10,0,14,1,11,10,0,16,4,14,12,3,2,3,5,4,10,10,11,7,12,4,16,6,5,9,8,3,18,4,1
2022-09-08 07:44:00,1,0,1,12,20,0,0,0,17,0,0,12,2,3,1,10,2,8,15,11,4,6,11,8,14,3,6,8,3,0,25,3,2,8,16,9,14,2,6,5,11,2,8,13,10,5,18,11,15,16,14,0,10,4,9,7,9,11,6,16,20,14,12,3,13,3,2,10,10,10,11,3,12,11,12,1,14,6,8,1,18,4,10
2022-09-08 08:44:00,2,0,1,12,20,0,0,0,17,0,0,12,2,3,1,12,2,8,15,11,4,6,11,8,17,3,6,8,3,2,25,2,2,8,16,4,14,2,6,5,8,2,8,10,10,5,18,11,12,16,14,0,10,4,9,7,9,4,2,16,20,14,12,3,13,3,2,10,10,10,10,3,12,11,12,1,13,6,8,1,18,4,10
2022-09-10 05:50:00,0,0,0,12,20,0,0,1,13,0,0,12,0,3,0,0,1,8,15,0,19,10,19,8,18,1,1,10,18,14,20,0,21,1,2,1,14,2,8,9,18,9,19,16,18,13,18,10,14,14,17,12,10,7,14,5,9,11,8,15,1,20,16,2,15,3,8,19,18,10,15,11,9,11,12,9,2,6,15,0,18,16,5
2022-09-10 06:50:00,0,0,1,12,20,0,0,1,13,0,0,12,0,3,0,0,1,8,15,0,19,6,19,8,20,1,1,10,6,14,20,0,2,2,2,1,14,2,6,15,11,9,19,7,18,11,18,10,14,16,17,9,10,7,14,5,9,11,8,15,20,20,16,2,15,3,8,8,18,10,15,5,9,18,12,9,2,6,15,0,18,16,5
2022-09-12 09:32:00,16,0,20,12,18,8,18,10,17,3,0,8,17,14,15,2,1,8,18,0,8,5,11,8,19,3,0,0,2,7,12,3,2,19,16,9,6,2,9,8,9,0,19,0,18,6,8,11,6,18,4,16,14,0,14,9,9,0,3,16,3,14,17,6,6,3,5,4,10,12,9,5,12,8,12,8,5,16,8,3,18,2,8
2022-09-12 10:32:00,13,0,20,12,18,8,10,10,17,7,0,8,18,14,8,2,1,8,18,0,8,5,11,8,14,3,0,0,2,8,12,3,2,19,7,9,6,2,9,5,9,0,19,0,18,19,8,11,6,18,4,16,14,0,14,9,9,0,3,16,3,14,17,6,6,3,5,5,10,12,9,5,12,9,12,8,5,16,8,3,18,2,8
2022-09-17 18:25:00,8,12,2,12,18,4,1,5,22,7,15,8,0,3,6,0,5,8,15,2,8,1,7,11,5,3,1,8,3,8,25,5,13,0,8,9,3,2,8,5,15,2,19,4,3,7,8,6,14,10,18,9,10,0,14,10,11,9,1,16,3,14,4,3,2,3,5,11,10,10,15,5,12,10,12,9,7,9,17,0,18,4,3
2022-09-17 19:25:00,0,12,1,12,18,4,1,0,11,7,15,8,0,3,6,0,5,8,15,1,8,1,7,11,5,3,1,8,3,8,25,5,13,0,9,9,13,2,8,5,15,2,19,4,0,7,8,6,12,10,18,9,10,0,14,10,11,9,1,16,3,14,4,3,2,3,5,11,10,10,15,5,12,6,12,9,7,9,17,0,18,4,3
2022-09-20 23:43:00,0,0,0,12,20,8,0,0,11,7,1,14,2,3,1,4,1,8,15,11,4,1,7,11,11,2,0,8,2,7,25,5,13,0,0,4,3,2,5,5,15,2,3,10,18,5,16,11,15,20,4,2,10,0,14,1,9,4,1,16,20,14,16,12,4,0,2,9,3,10,11,3,12,16,12,1,5,9,8,1,18,2,5
2022-09-21 00:40:00,19,0,0,12,18,3,0,0,16,8,6,12,7,3,10,5,6,8,18,10,19,8,16,8,17,4,10,15,17,17,20,6,22,0,0,17,14,2,10,8,10,2,8,16,10,19,19,18,16,16,19,12,20,8,9,10,17,14,12,20,19,13,17,10,20,3,8,20,12,10,11,13,12,16,12,9,14,6,8,18,18,14,8
2022-09-23 13:36:00,20,17,4,18,18,1,11,7,16,14,0,14,5,14,9,7,1,8,15,13,8,6,6,8,13,3,1,8,7,11,20,0,13,4,1,9,14,2,5,15,15,2,6,9,18,1,8,10,12,9,16,12,18,1,14,8,11,6,11,16,13,14,12,3,2,3,5,7,14,4,14,6,12,4,12,7,4,9,8,0,18,14,6
2022-09-23 14:36:00,18,15,3,18,18,1,1,7,16,14,0,14,5,14,9,7,1,8,15,13,8,6,6,8,13,3,1,8,7,11,20,0,13,4,1,9,14,2,6,15,15,2,6,9,18,1,8,10,12,9,16,11,18,1,14,8,11,6,11,16,12,14,4,3,2,3,5,7,14,4,5,6,12,4,12,7,4,9,8,0,18,14,6
2022-09-26 07:09:00,0,0,0,12,18,15,0,1,17,0,0,12,0,14,6,2,1,8,15,8,4,5,12,8,21,2,9,0,4,14,12,3,13,19,5,4,14,2,9,12,14,2,19,0,10,4,18,12,9,18,3,0,10,0,14,9,9,8,3,16,20,14,15,10,6,3,2,14,12,16,11,5,12,15,12,8,10,6,8,20,18,4,11
2022-09-26 08:10:00,0,0,0,12,18,13,0,1,17,0,0,12,0,14,1,2,1,8,15,8,4,5,11,8,14,2,9,0,3,13,12,3,13,19,8,4,14,2,9,5,14,2,19,0,10,9,18,3,12,18,3,16,10,0,14,9,9,7,3,16,20,14,12,6,6,3,2,19,12,16,11,5,12,15,12,8,10,6,8,20,18,4,13
2022-09-29 03:14:00,0,0,0,12,18,0,0,0,16,13,6,8,6,17,6,0,5,8,15,6,19,8,14,8,18,4,8,10,17,19,20,7,22,12,9,0,14,2,10,8,16,2,8,16,10,14,19,18,15,18,19,9,10,8,9,7,17,11,6,16,1,14,17,10,13,3,5,20,12,10,11,13,12,11,12,9,14,6,8,18,0,14,8
2022-09-29 04:10:00,0,0,0,12,18,0,0,0,16,13,15,8,6,17,6,0,5,8,15,6,19,7,14,8,18,4,5,10,17,19,20,5,22,12,9,0,14,2,10,9,8,2,8,16,10,9,19,19,12,18,19,9,10,0,9,7,17,4,6,16,1,14,12,10,20,3,5,20,12,10,11,11,12,11,12,9,14,6,8,7,0,14,8
2022-10-01 19:27:00,20,12,16,12,20,4,0,19,16,1,1,14,2,0,2,10,5,8,15,1,8,5,6,11,11,3,0,8,7,0,20,4,13,2,2,10,14,2,14,4,15,2,19,4,18,1,16,6,15,10,18,9,10,0,14,10,11,2,7,16,12,14,12,14,13,12,5,11,10,4,5,5,12,16,12,9,1,9,17,2,18,4,5
2022-10-01 20:27:00,20,17,11,12,20,4,7,20,16,1,1,14,2,0,2,10,5,8,15,1,8,1,6,11,11,3,0,8,7,2,20,4,13,2,2,10,3,2,14,4,12,2,19,1,18,1,16,4,15,10,18,9,10,0,14,10,11,2,7,16,12,14,12,12,13,12,5,11,10,4,5,5,12,16,12,9,1,9,17,3,18,4,5
